Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,481.6041259765625,tensor(0.7194),0.8600196838378906,0.46957868
"['accusation', 'statement']",1,505.810546875,tensor(0.7130),0.4912910461425781,0.6141321
"['ache', 'pain']",1,361.0762939453125,tensor(0.8394),2.680461883544922,0.792009
"['acid', 'chemical']",1,570.4930419921875,tensor(0.7287),4.122631072998047,0.6688291
"['acoustics', 'discipline']",1,696.685546875,tensor(0.5654),1.5450172424316406,0.2169103
"['adjective', 'word']",1,518.9141235351562,tensor(0.7477),2.316497802734375,0.54793906
"['adrenaline', 'chemical']",1,708.291748046875,tensor(0.6080),10.036520004272461,0.3185321
"['adrenaline', 'neurotransmitter']",1,3314.52978515625,tensor(0.5560),15.366065979003906,0.4601583
"['aesthetic', 'doctrine']",1,862.338134765625,tensor(0.6288),1.5561943054199219,0.25206384
"['affection', 'feeling']",1,428.385009765625,tensor(0.7165),1.0888099670410156,0.42875603
"['affidavit', 'document']",1,697.818115234375,tensor(0.7055),0.9934501647949219,0.4909209
"['agony', 'feeling']",1,393.9971923828125,tensor(0.7080),10.133577346801758,0.5588775
"['aide', 'serviceman']",1,789.7154541015625,tensor(0.6037),5.084056854248047,0.51717037
"['aircraft', 'vehicle']",1,680.5577392578125,tensor(0.6660),0.88885498046875,0.69587916
"['aircrew', 'crew']",1,1060.47802734375,tensor(0.5810),3.17755126953125,0.6381318
"['airman', 'worker']",1,1388.0968017578125,tensor(0.4722),2.5705032348632812,0.53281397
"['airplane', 'vehicle']",1,641.61181640625,tensor(0.6667),9.403018951416016,0.66822845
"['alcohol', 'fluid']",1,889.370361328125,tensor(0.6133),3.6373672485351562,0.28727418
"['alderman', 'representative']",1,505.7340087890625,tensor(0.6504),1.5514297485351562,0.39338923
"['ale', 'alcohol']",1,576.983154296875,tensor(0.7447),14.534961700439453,0.4799216
"['ale', 'fluid']",1,1032.1851806640625,tensor(0.5514),8.358901977539062,0.196772
"['alga', 'microorganism']",1,2915.3564453125,tensor(0.5260),7.586750030517578,0.7121451
"['algebra', 'mathematics']",1,878.3519287109375,tensor(0.7105),0.8356971740722656,0.7933232
"['algebra', 'science']",1,920.8411865234375,tensor(0.5487),16.14592742919922,0.54851
"['alley', 'thoroughfare']",1,1302.5162353515625,tensor(0.6591),1.7930259704589844,0.58826977
"['almond', 'tree']",1,705.9765014648438,tensor(0.6342),3.7771644592285156,0.5245944
"['alpha', 'symbol']",1,1001.0355224609375,tensor(0.5502),3.181346893310547,0.37569895
"['ambassador', 'diplomat']",1,456.26055908203125,tensor(0.8438),0.8581428527832031,0.7076417
"['ambassador', 'worker']",1,765.0355224609375,tensor(0.5602),1.0691261291503906,0.3793004
"['amphetamine', 'drug']",1,792.2830810546875,tensor(0.7399),4.420928955078125,0.69282365
"['amphibian', 'vehicle']",1,1286.8720703125,tensor(0.5075),21.16040802001953,0.4021765
"['anaesthetic', 'drug']",1,980.5655517578125,tensor(0.6422),12.193931579589844,0.46552542
"['anaesthetist', 'adult']",1,1236.94970703125,tensor(0.5276),2.7475967407226562,0.2869893
"['anaesthetist', 'professional']",1,1036.7861328125,tensor(0.4897),15.381416320800781,0.37288308
"['analogy', 'inference']",1,592.8385009765625,tensor(0.7107),0.8928909301757812,0.6322878
"['anatomy', 'discipline']",1,482.0098876953125,tensor(0.6813),9.96275520324707,0.4001617
"['aneurysm', 'disorder']",1,1378.0673828125,tensor(0.5765),1.1392097473144531,0.5999374
"['anger', 'emotion']",1,462.155517578125,tensor(0.7947),1.5576629638671875,0.6962952
"['anger', 'feeling']",1,383.6453857421875,tensor(0.7530),4.147373199462891,0.5643999
"['animosity', 'emotion']",1,959.5582275390625,tensor(0.6499),9.885643005371094,0.5295637
