Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,32522.998046875,tensor(0.6274),0.9872817993164062,0.46957868
"['accusation', 'statement']",1,33819.09765625,tensor(0.5825),1.1836013793945312,0.6141321
"['ache', 'pain']",1,17187.1484375,tensor(0.6617),3.303478240966797,0.792009
"['acid', 'chemical']",1,49617.0,tensor(0.5982),4.854061126708984,0.6688291
"['acoustics', 'discipline']",1,58850.0390625,tensor(0.4258),2.2401390075683594,0.2169103
"['adjective', 'word']",1,40446.22265625,tensor(0.5636),2.308837890625,0.54793906
"['adrenaline', 'chemical']",1,38797.31640625,tensor(0.5390),10.514781951904297,0.3185321
"['adrenaline', 'neurotransmitter']",1,121457.09375,tensor(0.3788),16.476150512695312,0.4601583
"['aesthetic', 'doctrine']",1,52566.375,tensor(0.4997),1.8421897888183594,0.25206384
"['affection', 'feeling']",1,29936.69921875,tensor(0.7018),1.14959716796875,0.42875603
"['affidavit', 'document']",1,40030.50390625,tensor(0.6457),1.4437675476074219,0.4909209
"['agony', 'feeling']",1,39134.28125,tensor(0.5813),10.589624404907227,0.5588775
"['aide', 'serviceman']",1,81066.3671875,tensor(0.4206),5.962615966796875,0.51717037
"['aircraft', 'vehicle']",1,42363.16796875,tensor(0.5965),1.134796142578125,0.69587916
"['aircrew', 'crew']",1,108684.21875,tensor(0.3436),3.0558929443359375,0.6381318
"['airman', 'worker']",1,79496.046875,tensor(0.3907),3.6123313903808594,0.53281397
"['airplane', 'vehicle']",1,36319.4765625,tensor(0.5820),10.37906265258789,0.66822845
"['alcohol', 'fluid']",1,70626.65625,tensor(0.4943),3.282115936279297,0.28727418
"['alderman', 'representative']",1,45777.76171875,tensor(0.5127),2.545928955078125,0.39338923
"['ale', 'alcohol']",1,42659.5703125,tensor(0.6266),16.496322631835938,0.4799216
"['ale', 'fluid']",1,57554.90234375,tensor(0.4839),9.395732879638672,0.196772
"['alga', 'microorganism']",1,92448.65625,tensor(0.4480),8.865345001220703,0.7121451
"['algebra', 'mathematics']",1,62961.8203125,tensor(0.5387),1.7480735778808594,0.7933232
"['algebra', 'science']",1,76983.34375,tensor(0.4228),16.33972930908203,0.54851
"['alley', 'thoroughfare']",1,79869.5546875,tensor(0.4323),2.7084197998046875,0.58826977
"['almond', 'tree']",1,44145.51171875,tensor(0.5679),3.661243438720703,0.5245944
"['alpha', 'symbol']",1,55345.453125,tensor(0.4534),3.5739669799804688,0.37569895
"['ambassador', 'diplomat']",1,35477.6953125,tensor(0.6972),1.0502243041992188,0.7076417
"['ambassador', 'worker']",1,74744.140625,tensor(0.3449),1.1336669921875,0.3793004
"['amphetamine', 'drug']",1,29101.74609375,tensor(0.7599),2.7403640747070312,0.69282365
"['amphibian', 'vehicle']",1,96274.9921875,tensor(0.3733),21.509849548339844,0.4021765
"['anaesthetic', 'drug']",1,43406.37109375,tensor(0.5934),11.4952392578125,0.46552542
"['anaesthetist', 'adult']",1,76340.2890625,tensor(0.4508),2.5180740356445312,0.2869893
"['anaesthetist', 'professional']",1,82022.8125,tensor(0.4116),15.50213623046875,0.37288308
"['analogy', 'inference']",1,48854.6796875,tensor(0.4849),1.0012931823730469,0.6322878
"['anatomy', 'discipline']",1,53041.890625,tensor(0.5021),10.262308120727539,0.4001617
"['aneurysm', 'disorder']",1,73908.46875,tensor(0.5036),1.462799072265625,0.5999374
"['anger', 'emotion']",1,44822.48046875,tensor(0.5615),2.0505142211914062,0.6962952
"['anger', 'feeling']",1,53578.546875,tensor(0.4819),4.213947296142578,0.5643999
"['animosity', 'emotion']",1,48197.15625,tensor(0.5564),10.093938827514648,0.5295637
"['animosity', 'feeling']",1,47902.6171875,tensor(0.5640),9.717327117919922,0.411777
"['annals', 'periodical']",1,75705.09375,tensor(0.3909),3.1079254150390625,0.4351383
"['anorexia', 'disorder']",1,73882.8125,tensor(0.5441),10.054039001464844,0.5916621
"['answer', 'statement']",1,36690.82421875,tensor(0.5937),9.822811126708984,0.58886063
"['ant', 'insect']",1,45940.6015625,tensor(0.5953),6.649890899658203,0.75597095
"['ant', 'invertebrate']",1,55708.69921875,tensor(0.5190),25.5157470703125,0.6064859
"['antibiotic', 'drug']",1,41382.98046875,tensor(0.5618),22.47184181213379,0.6400577
"['antibody', 'molecule']",1,46521.37890625,tensor(0.5722),1.4927978515625,0.67402846
"['antiquity', 'era']",1,46756.8671875,tensor(0.4837),3.793365478515625,0.47695407
"['apathy', 'feeling']",1,40990.26953125,tensor(0.5315),39.94739532470703,0.54391795
"['ape', 'animal']",1,39599.10546875,tensor(0.6431),12.069366455078125,0.65316343
"['ape', 'mammal']",1,49363.546875,tensor(0.5822),27.499168395996094,0.60178185
"['aphid', 'insect']",1,65337.671875,tensor(0.5672),11.732677459716797,0.73145336
"['aphid', 'invertebrate']",1,52265.171875,tensor(0.6534),3.2790985107421875,0.6686724
"['apostle', 'believer']",1,67510.8359375,tensor(0.4086),3.1895980834960938,0.547883
"['apple', 'solid']",1,53761.890625,tensor(0.4617),4.9571990966796875,0.18266223
"['apprehension', 'fear']",1,48304.28125,tensor(0.4527),2.287445068359375,0.6919192
"['aquarium', 'container']",1,63064.26171875,tensor(0.4735),2.2369232177734375,0.46424523
"['aqueduct', 'conduit']",1,55144.1171875,tensor(0.4853),2.987323760986328,0.37301978
"['archbishop', 'clergyman']",1,36696.71484375,tensor(0.6322),1.521270751953125,0.6746212
"['archbishop', 'priest']",1,40696.171875,tensor(0.6494),16.121192932128906,0.7077994
"['arithmetic', 'discipline']",1,61362.5234375,tensor(0.4243),21.829437255859375,0.4102256
"['armchair', 'chair']",1,49020.48046875,tensor(0.5040),2.8532676696777344,0.52118355
"['army', 'organization']",1,53986.8203125,tensor(0.5544),6.039897918701172,0.39888608
"['aromatherapy', 'therapy']",1,53137.8828125,tensor(0.5272),1.4159164428710938,0.5320868
"['artery', 'vessel']",1,69841.8671875,tensor(0.4203),3.141407012939453,0.4863503
"['artillery', 'armament']",1,43878.265625,tensor(0.6780),1.0269851684570312,0.733308
"['artiste', 'entertainer']",1,51162.99609375,tensor(0.5651),1.6944198608398438,0.68921834
"['artiste', 'performer']",1,51867.04296875,tensor(0.5381),16.72925567626953,0.6095242
"['asp', 'reptile']",1,91492.9609375,tensor(0.3351),22.320899963378906,0.30522054
"['asp', 'snake']",1,76402.0,tensor(0.3775),35.87834167480469,0.4134413
"['asp', 'vertebrate']",1,107043.5390625,tensor(0.2776),67.02534484863281,0.20195517
"['aspirin', 'drug']",1,49856.3984375,tensor(0.5449),32.0623664855957,0.6429263
"['association', 'organization']",1,137872.71875,tensor(0.2677),9.559890747070312,0.61908203
"['assortment', 'collection']",1,32851.859375,tensor(0.5506),1.2076072692871094,0.5829815
"['asthma', 'illness']",1,54314.49609375,tensor(0.5568),1.8283004760742188,0.68102705
"['astronomy', 'science']",1,39829.74609375,tensor(0.5919),10.023689270019531,0.7670901
"['asylum', 'shelter']",1,36049.89453125,tensor(0.6276),2.9300193786621094,0.497374
"['attorney', 'professional']",1,63597.01171875,tensor(0.4632),10.202075958251953,0.48345503
"['attraction', 'phenomenon']",1,60516.57421875,tensor(0.4595),1.0059776306152344,0.47129008
"['auto', 'vehicle']",1,43059.81640625,tensor(0.6523),31.94538116455078,0.6613976
"['autobiography', 'record']",1,35292.32421875,tensor(0.5612),1.5353775024414062,0.4069609
"['automobile', 'vehicle']",1,30952.986328125,tensor(0.7876),39.50577163696289,0.7619071
"['baby', 'offspring']",1,43680.609375,tensor(0.6973),4.556888580322266,0.5119305
"['bacterium', 'microorganism']",1,101699.171875,tensor(0.4897),9.604209899902344,0.8530382
"['badminton', 'sport']",1,67882.0390625,tensor(0.4607),1.9155616760253906,0.63908076
"['baggage', 'container']",1,36716.12890625,tensor(0.5064),10.462772369384766,0.26806998
"['bailiff', 'worker']",1,81590.5703125,tensor(0.3786),22.04772186279297,0.4619622
"['balloon', 'aircraft']",1,44132.22265625,tensor(0.5208),10.298856735229492,0.4746011
"['bamboo', 'wood']",1,37701.546875,tensor(0.5953),3.004840850830078,0.7164045
"['ban', 'decree']",1,46822.55078125,tensor(0.5786),15.457992553710938,0.45642292
"['bargain', 'agreement']",1,42351.55078125,tensor(0.5221),2.2163772583007812,0.27348036
"['baritone', 'entertainer']",1,61372.296875,tensor(0.4681),10.22838020324707,0.46577343
"['baritone', 'singer']",1,89513.484375,tensor(0.4224),16.10289764404297,0.6215532
"['baroness', 'aristocrat']",1,87559.828125,tensor(0.3056),1.6872673034667969,0.73484033
"['baronetcy', 'status']",1,95798.0390625,tensor(0.4061),5.1504058837890625,0.2441597
"['barrier', 'obstruction']",1,34376.18359375,tensor(0.5596),1.0623016357421875,0.59915614
"['basket', 'container']",1,31410.6796875,tensor(0.5812),21.643508911132812,0.5522197
"['basketball', 'game']",1,58313.0234375,tensor(0.5173),2.0875778198242188,0.62009895
"['bassist', 'entertainer']",1,75725.8046875,tensor(0.4011),21.861862182617188,0.40655
"['bassist', 'musician']",1,38152.75390625,tensor(0.7226),15.166778564453125,0.7596735
"['bat', 'vertebrate']",1,70950.0703125,tensor(0.5234),15.285097122192383,0.36961842
"['batsman', 'athlete']",1,91104.2890625,tensor(0.3903),4.166900634765625,0.5113937
"['batsman', 'player']",1,60127.625,tensor(0.5368),18.47667694091797,0.47475785
"['battleship', 'ship']",1,34644.6640625,tensor(0.6888),2.5329322814941406,0.6582351
"['battleship', 'vehicle']",1,54518.23046875,tensor(0.4680),21.552162170410156,0.26772687
"['bead', 'jewelry']",1,43501.1796875,tensor(0.5115),5.464694976806641,0.58127815
"['bean', 'vegetable']",1,33803.93359375,tensor(0.6927),5.02801513671875,0.71713114
"['bear', 'carnivore']",1,82129.96875,tensor(0.3735),4.030834197998047,0.41521
"['bear', 'mammal']",1,95242.375,tensor(0.2978),2.1944618225097656,0.42763755
"['bear', 'vertebrate']",1,95096.3359375,tensor(0.3833),1.4545974731445312,0.2876083
"['beard', 'hair']",1,40225.92578125,tensor(0.6145),3.340717315673828,0.6595711
