Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,11516.939453125,tensor(0.7194),0.8702507019042969,0.46957868
"['accusation', 'statement']",1,9369.955078125,tensor(0.7130),0.5415306091308594,0.6141321
"['ache', 'pain']",1,8699.0673828125,tensor(0.8394),3.0224761962890625,0.792009
"['acid', 'chemical']",1,15125.5009765625,tensor(0.7287),4.581855773925781,0.6688291
"['acoustics', 'discipline']",1,29295.611328125,tensor(0.5654),1.6435546875,0.2169103
"['adjective', 'word']",1,8293.8125,tensor(0.7477),1.7968254089355469,0.54793906
"['adrenaline', 'chemical']",1,14081.56640625,tensor(0.6080),10.118009567260742,0.3185321
"['adrenaline', 'neurotransmitter']",1,34135.1171875,tensor(0.5560),15.631591796875,0.4601583
"['aesthetic', 'doctrine']",1,31208.7109375,tensor(0.6288),1.5455055236816406,0.25206384
"['affection', 'feeling']",1,12917.974609375,tensor(0.7165),1.0911636352539062,0.42875603
"['affidavit', 'document']",1,18011.15234375,tensor(0.7055),1.1774520874023438,0.4909209
"['agony', 'feeling']",1,13879.796875,tensor(0.7080),10.387311935424805,0.5588775
"['aide', 'serviceman']",1,23148.142578125,tensor(0.6037),5.528587341308594,0.51717037
"['aircraft', 'vehicle']",1,14824.0517578125,tensor(0.6660),0.9253654479980469,0.69587916
"['aircrew', 'crew']",1,19174.841796875,tensor(0.5810),2.622699737548828,0.6381318
"['airman', 'worker']",1,47830.59375,tensor(0.4722),2.6933250427246094,0.53281397
"['airplane', 'vehicle']",1,12377.28515625,tensor(0.6667),9.610710144042969,0.66822845
"['alcohol', 'fluid']",1,22168.607421875,tensor(0.6133),3.1110458374023438,0.28727418
"['alderman', 'representative']",1,23446.86328125,tensor(0.6504),1.8402175903320312,0.39338923
"['ale', 'alcohol']",1,12885.615234375,tensor(0.7447),16.119319915771484,0.4799216
"['ale', 'fluid']",1,24659.15625,tensor(0.5514),8.876148223876953,0.196772
"['alga', 'microorganism']",1,45455.671875,tensor(0.5260),8.307270050048828,0.7121451
"['algebra', 'mathematics']",1,22159.208984375,tensor(0.7105),0.9283447265625,0.7933232
"['algebra', 'science']",1,20592.16015625,tensor(0.5487),16.397743225097656,0.54851
"['alley', 'thoroughfare']",1,26554.30078125,tensor(0.6591),2.004344940185547,0.58826977
"['almond', 'tree']",1,10232.0625,tensor(0.6342),3.0669822692871094,0.5245944
"['alpha', 'symbol']",1,29464.70703125,tensor(0.5502),3.3177528381347656,0.37569895
"['ambassador', 'diplomat']",1,11952.2138671875,tensor(0.8438),0.8596267700195312,0.7076417
"['ambassador', 'worker']",1,24967.28125,tensor(0.5602),0.9797172546386719,0.3793004
"['amphetamine', 'drug']",1,15598.42578125,tensor(0.7399),2.330364227294922,0.69282365
"['amphibian', 'vehicle']",1,35282.265625,tensor(0.5075),21.371028900146484,0.4021765
"['anaesthetic', 'drug']",1,17976.880859375,tensor(0.6422),11.176523208618164,0.46552542
"['anaesthetist', 'adult']",1,22908.646484375,tensor(0.5276),2.31591796875,0.2869893
"['anaesthetist', 'professional']",1,15961.5166015625,tensor(0.4897),15.654281616210938,0.37288308
"['analogy', 'inference']",1,16533.7734375,tensor(0.7107),0.9551506042480469,0.6322878
"['anatomy', 'discipline']",1,21540.345703125,tensor(0.6813),10.121326446533203,0.4001617
"['aneurysm', 'disorder']",1,33124.296875,tensor(0.5765),1.2304916381835938,0.5999374
"['anger', 'emotion']",1,12578.177734375,tensor(0.7947),1.7124557495117188,0.6962952
"['anger', 'feeling']",1,13948.650390625,tensor(0.7530),4.215488433837891,0.5643999
"['animosity', 'emotion']",1,21834.7578125,tensor(0.6499),9.908296585083008,0.5295637
"['animosity', 'feeling']",1,16053.626953125,tensor(0.7450),9.765344619750977,0.411777
"['annals', 'periodical']",1,26919.703125,tensor(0.5946),2.4124832153320312,0.4351383
"['anorexia', 'disorder']",1,35320.0859375,tensor(0.6233),9.904060363769531,0.5916621
"['answer', 'statement']",1,18978.498046875,tensor(0.6724),9.616539001464844,0.58886063
"['ant', 'insect']",1,17863.259765625,tensor(0.7480),6.118377685546875,0.75597095
"['ant', 'invertebrate']",1,33608.84765625,tensor(0.5570),24.222869873046875,0.6064859
"['antibiotic', 'drug']",1,12676.189453125,tensor(0.6738),22.071701049804688,0.6400577
"['antibody', 'molecule']",1,15237.6015625,tensor(0.6874),1.14208984375,0.67402846
"['antiquity', 'era']",1,13866.287109375,tensor(0.6875),3.2378082275390625,0.47695407
"['apathy', 'feeling']",1,15358.5048828125,tensor(0.7646),39.64727020263672,0.54391795
"['ape', 'animal']",1,7726.23681640625,tensor(0.7641),11.613166809082031,0.65316343
"['ape', 'mammal']",1,17612.03125,tensor(0.7064),26.80133819580078,0.60178185
"['aphid', 'insect']",1,33555.35546875,tensor(0.6392),10.794795989990234,0.73145336
"['aphid', 'invertebrate']",1,37216.6328125,tensor(0.6431),2.323986053466797,0.6686724
"['apostle', 'believer']",1,21113.9296875,tensor(0.7050),1.6784782409667969,0.547883
"['apple', 'solid']",1,23220.47265625,tensor(0.5248),4.5068359375,0.18266223
"['apprehension', 'fear']",1,10670.7841796875,tensor(0.7944),1.8845634460449219,0.6919192
"['aquarium', 'container']",1,23395.712890625,tensor(0.6541),1.4586563110351562,0.46424523
"['aqueduct', 'conduit']",1,21497.22265625,tensor(0.6451),1.927978515625,0.37301978
"['archbishop', 'clergyman']",1,20392.400390625,tensor(0.7171),0.960113525390625,0.6746212
"['archbishop', 'priest']",1,16113.935546875,tensor(0.8060),15.720565795898438,0.7077994
"['arithmetic', 'discipline']",1,32847.80859375,tensor(0.5430),21.12511444091797,0.4102256
