Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,11514.28515625,tensor(0.7194),0.8698768615722656,0.46957868
"['accusation', 'statement']",1,9375.291015625,tensor(0.7130),0.54150390625,0.6141321
"['ache', 'pain']",1,8700.982421875,tensor(0.8394),3.0225868225097656,0.792009
"['acid', 'chemical']",1,15090.0546875,tensor(0.7287),4.5819244384765625,0.6688291
"['acoustics', 'discipline']",1,29306.482421875,tensor(0.5654),1.6434974670410156,0.2169103
"['adjective', 'word']",1,8296.8037109375,tensor(0.7477),1.7966842651367188,0.54793906
"['adrenaline', 'chemical']",1,14063.140625,tensor(0.6080),10.117759704589844,0.3185321
"['adrenaline', 'neurotransmitter']",1,34251.7109375,tensor(0.5560),15.630226135253906,0.4601583
"['aesthetic', 'doctrine']",1,31240.216796875,tensor(0.6288),1.5458145141601562,0.25206384
"['affection', 'feeling']",1,12924.90234375,tensor(0.7165),1.0911064147949219,0.42875603
"['affidavit', 'document']",1,18010.763671875,tensor(0.7055),1.1776580810546875,0.4909209
"['agony', 'feeling']",1,13885.564453125,tensor(0.7080),10.387588500976562,0.5588775
"['aide', 'serviceman']",1,23166.986328125,tensor(0.6037),5.528461456298828,0.51717037
"['aircraft', 'vehicle']",1,14829.03515625,tensor(0.6660),0.9253463745117188,0.69587916
"['aircrew', 'crew']",1,19137.12890625,tensor(0.5810),2.6227264404296875,0.6381318
"['airman', 'worker']",1,47771.2578125,tensor(0.4722),2.6932296752929688,0.53281397
"['airplane', 'vehicle']",1,12375.0927734375,tensor(0.6667),9.610040664672852,0.66822845
"['alcohol', 'fluid']",1,22168.013671875,tensor(0.6133),3.111064910888672,0.28727418
"['alderman', 'representative']",1,23455.388671875,tensor(0.6504),1.8404808044433594,0.39338923
"['ale', 'alcohol']",1,12902.041015625,tensor(0.7447),16.11914825439453,0.4799216
"['ale', 'fluid']",1,24669.142578125,tensor(0.5514),8.876220703125,0.196772
"['alga', 'microorganism']",1,45380.02734375,tensor(0.5260),8.30728530883789,0.7121451
"['algebra', 'mathematics']",1,22154.875,tensor(0.7105),0.9284286499023438,0.7933232
"['algebra', 'science']",1,20615.513671875,tensor(0.5487),16.399559020996094,0.54851
"['alley', 'thoroughfare']",1,26573.69140625,tensor(0.6591),2.0045242309570312,0.58826977
"['almond', 'tree']",1,10248.3232421875,tensor(0.6342),3.0666732788085938,0.5245944
"['alpha', 'symbol']",1,29474.51953125,tensor(0.5502),3.317211151123047,0.37569895
"['ambassador', 'diplomat']",1,11949.0322265625,tensor(0.8438),0.8596382141113281,0.7076417
"['ambassador', 'worker']",1,24952.193359375,tensor(0.5602),0.9797134399414062,0.3793004
"['amphetamine', 'drug']",1,15590.2275390625,tensor(0.7399),2.330486297607422,0.69282365
"['amphibian', 'vehicle']",1,35306.46875,tensor(0.5075),21.370594024658203,0.4021765
"['anaesthetic', 'drug']",1,17962.37109375,tensor(0.6422),11.176801681518555,0.46552542
"['anaesthetist', 'adult']",1,22916.490234375,tensor(0.5276),2.31634521484375,0.2869893
"['anaesthetist', 'professional']",1,15965.9345703125,tensor(0.4897),15.655387878417969,0.37288308
"['analogy', 'inference']",1,16538.830078125,tensor(0.7107),0.9552154541015625,0.6322878
"['anatomy', 'discipline']",1,21538.333984375,tensor(0.6813),10.12047004699707,0.4001617
"['aneurysm', 'disorder']",1,33147.6171875,tensor(0.5765),1.2304763793945312,0.5999374
"['anger', 'emotion']",1,12577.2783203125,tensor(0.7947),1.7130355834960938,0.6962952
"['anger', 'feeling']",1,13954.8359375,tensor(0.7530),4.215484619140625,0.5643999
"['animosity', 'emotion']",1,21831.533203125,tensor(0.6499),9.910058975219727,0.5295637
"['animosity', 'feeling']",1,16061.373046875,tensor(0.7450),9.766061782836914,0.411777
"['annals', 'periodical']",1,26907.912109375,tensor(0.5946),2.4124374389648438,0.4351383
"['anorexia', 'disorder']",1,35366.04296875,tensor(0.6233),9.90130615234375,0.5916621
"['answer', 'statement']",1,18985.466796875,tensor(0.6724),9.616485595703125,0.58886063
"['ant', 'insect']",1,17855.841796875,tensor(0.7480),6.1184539794921875,0.75597095
"['ant', 'invertebrate']",1,33616.3046875,tensor(0.5570),24.223304748535156,0.6064859
"['antibiotic', 'drug']",1,12651.9609375,tensor(0.6738),22.072227478027344,0.6400577
"['antibody', 'molecule']",1,15253.8408203125,tensor(0.6874),1.1421012878417969,0.67402846
"['antiquity', 'era']",1,13870.501953125,tensor(0.6875),3.237945556640625,0.47695407
"['apathy', 'feeling']",1,15359.2158203125,tensor(0.7646),39.64726257324219,0.54391795
"['ape', 'animal']",1,7729.3974609375,tensor(0.7641),11.613719940185547,0.65316343
"['ape', 'mammal']",1,17623.88671875,tensor(0.7064),26.80499267578125,0.60178185
"['aphid', 'insect']",1,33541.50390625,tensor(0.6392),10.794740676879883,0.73145336
"['aphid', 'invertebrate']",1,37218.140625,tensor(0.6431),2.323955535888672,0.6686724
"['apostle', 'believer']",1,21118.861328125,tensor(0.7050),1.6786727905273438,0.547883
"['apple', 'solid']",1,23218.888671875,tensor(0.5248),4.506813049316406,0.18266223
"['apprehension', 'fear']",1,10698.2197265625,tensor(0.7944),1.8848953247070312,0.6919192
"['aquarium', 'container']",1,23380.830078125,tensor(0.6541),1.4587020874023438,0.46424523
"['aqueduct', 'conduit']",1,21479.486328125,tensor(0.6451),1.9277877807617188,0.37301978
"['archbishop', 'clergyman']",1,20393.875,tensor(0.7171),0.9597091674804688,0.6746212
"['archbishop', 'priest']",1,16118.66015625,tensor(0.8060),15.719459533691406,0.7077994
"['arithmetic', 'discipline']",1,32858.4453125,tensor(0.5430),21.125049591064453,0.4102256
"['armchair', 'chair']",1,11290.646484375,tensor(0.7401),1.9994583129882812,0.52118355
"['army', 'organization']",1,17115.302734375,tensor(0.6561),5.940238952636719,0.39888608
"['aromatherapy', 'therapy']",1,16207.28515625,tensor(0.5853),1.2185287475585938,0.5320868
"['artery', 'vessel']",1,16189.033203125,tensor(0.5875),2.868793487548828,0.4863503
"['artillery', 'armament']",1,17753.853515625,tensor(0.7336),0.8683662414550781,0.733308
"['artiste', 'entertainer']",1,21343.126953125,tensor(0.7765),1.4716415405273438,0.68921834
"['artiste', 'performer']",1,19186.69140625,tensor(0.7795),16.278976440429688,0.6095242
"['asp', 'reptile']",1,50813.6171875,tensor(0.3369),21.72277069091797,0.30522054
"['asp', 'snake']",1,41419.3125,tensor(0.3413),34.69810485839844,0.4134413
"['asp', 'vertebrate']",1,54490.87890625,tensor(0.2708),66.2391357421875,0.20195517
"['aspirin', 'drug']",1,25832.404296875,tensor(0.6154),31.678665161132812,0.6429263
"['association', 'organization']",1,17548.2109375,tensor(0.7841),9.386852264404297,0.61908203
"['assortment', 'collection']",1,6905.76708984375,tensor(0.7591),0.6145820617675781,0.5829815
"['asthma', 'illness']",1,16520.884765625,tensor(0.7479),1.5467605590820312,0.68102705
"['astronomy', 'science']",1,6787.63720703125,tensor(0.7310),9.577512741088867,0.7670901
"['asylum', 'shelter']",1,12647.54296875,tensor(0.7710),2.484783172607422,0.497374
"['attorney', 'professional']",1,11580.443359375,tensor(0.5648),9.787059783935547,0.48345503
"['attraction', 'phenomenon']",1,18520.693359375,tensor(0.6965),0.5425186157226562,0.47129008
"['auto', 'vehicle']",1,13854.9775390625,tensor(0.7809),31.635852813720703,0.6613976
"['autobiography', 'record']",1,6819.58984375,tensor(0.6326),1.0734825134277344,0.4069609
"['automobile', 'vehicle']",1,8026.46484375,tensor(0.8520),39.3007926940918,0.7619071
"['baby', 'offspring']",1,17240.98046875,tensor(0.7452),4.169467926025391,0.5119305
"['bacterium', 'microorganism']",1,32205.11328125,tensor(0.6530),9.48759651184082,0.8530382
"['badminton', 'sport']",1,25121.216796875,tensor(0.5793),1.6701736450195312,0.63908076
"['baggage', 'container']",1,21805.978515625,tensor(0.7040),10.083488464355469,0.26806998
"['bailiff', 'worker']",1,28305.869140625,tensor(0.5455),21.56855010986328,0.4619622
"['balloon', 'aircraft']",1,7178.2275390625,tensor(0.6449),10.00227165222168,0.4746011
"['bamboo', 'wood']",1,9665.9765625,tensor(0.7472),2.4126243591308594,0.7164045
"['ban', 'decree']",1,22156.439453125,tensor(0.6432),14.719558715820312,0.45642292
