Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,11522.185546875,tensor(0.7194),0.8698844909667969,0.46957868
"['accusation', 'statement']",1,9371.3232421875,tensor(0.7130),0.5414924621582031,0.6141321
"['ache', 'pain']",1,8702.931640625,tensor(0.8394),3.022613525390625,0.792009
"['acid', 'chemical']",1,15106.90234375,tensor(0.7287),4.581916809082031,0.6688291
"['acoustics', 'discipline']",1,29288.142578125,tensor(0.5654),1.6435165405273438,0.2169103
"['adjective', 'word']",1,8289.8837890625,tensor(0.7477),1.7966270446777344,0.54793906
"['adrenaline', 'chemical']",1,14071.365234375,tensor(0.6080),10.117815017700195,0.3185321
"['adrenaline', 'neurotransmitter']",1,34094.54296875,tensor(0.5560),15.630233764648438,0.4601583
"['aesthetic', 'doctrine']",1,31238.755859375,tensor(0.6288),1.5458450317382812,0.25206384
"['affection', 'feeling']",1,12919.0146484375,tensor(0.7165),1.0911026000976562,0.42875603
"['affidavit', 'document']",1,18012.853515625,tensor(0.7055),1.1778335571289062,0.4909209
"['agony', 'feeling']",1,13885.22265625,tensor(0.7080),10.387639999389648,0.5588775
"['aide', 'serviceman']",1,23156.5703125,tensor(0.6037),5.528514862060547,0.51717037
"['aircraft', 'vehicle']",1,14821.3447265625,tensor(0.6660),0.9253730773925781,0.69587916
"['aircrew', 'crew']",1,19140.314453125,tensor(0.5810),2.6226882934570312,0.6381318
"['airman', 'worker']",1,47826.02734375,tensor(0.4722),2.6932411193847656,0.53281397
"['airplane', 'vehicle']",1,12372.45703125,tensor(0.6667),9.609981536865234,0.66822845
"['alcohol', 'fluid']",1,22175.142578125,tensor(0.6133),3.1110382080078125,0.28727418
"['alderman', 'representative']",1,23453.021484375,tensor(0.6504),1.8405609130859375,0.39338923
"['ale', 'alcohol']",1,12898.8583984375,tensor(0.7447),16.119293212890625,0.4799216
"['ale', 'fluid']",1,24671.376953125,tensor(0.5514),8.876213073730469,0.196772
"['alga', 'microorganism']",1,45366.28515625,tensor(0.5260),8.307323455810547,0.7121451
"['algebra', 'mathematics']",1,22162.322265625,tensor(0.7105),0.9284591674804688,0.7933232
"['algebra', 'science']",1,20600.685546875,tensor(0.5487),16.39923858642578,0.54851
"['alley', 'thoroughfare']",1,26561.048828125,tensor(0.6591),2.0045509338378906,0.58826977
"['almond', 'tree']",1,10243.1923828125,tensor(0.6342),3.0667266845703125,0.5245944
"['alpha', 'symbol']",1,29473.66015625,tensor(0.5502),3.3172836303710938,0.37569895
"['ambassador', 'diplomat']",1,11950.9970703125,tensor(0.8438),0.859619140625,0.7076417
"['ambassador', 'worker']",1,24968.55859375,tensor(0.5602),0.9797134399414062,0.3793004
"['amphetamine', 'drug']",1,15592.2587890625,tensor(0.7399),2.33038330078125,0.69282365
"['amphibian', 'vehicle']",1,35295.52734375,tensor(0.5075),21.37079620361328,0.4021765
"['anaesthetic', 'drug']",1,17967.12890625,tensor(0.6422),11.176347732543945,0.46552542
"['anaesthetist', 'adult']",1,22895.763671875,tensor(0.5276),2.316417694091797,0.2869893
"['anaesthetist', 'professional']",1,15963.8037109375,tensor(0.4897),15.655738830566406,0.37288308
"['analogy', 'inference']",1,16540.01171875,tensor(0.7107),0.9552116394042969,0.6322878
"['anatomy', 'discipline']",1,21534.84375,tensor(0.6813),10.120670318603516,0.4001617
"['aneurysm', 'disorder']",1,33178.33203125,tensor(0.5765),1.2305374145507812,0.5999374
"['anger', 'emotion']",1,12577.87890625,tensor(0.7947),1.7129859924316406,0.6962952
"['anger', 'feeling']",1,13950.3994140625,tensor(0.7530),4.215503692626953,0.5643999
"['animosity', 'emotion']",1,21832.509765625,tensor(0.6499),9.909940719604492,0.5295637
"['animosity', 'feeling']",1,16060.8623046875,tensor(0.7450),9.766014099121094,0.411777
"['annals', 'periodical']",1,26915.0546875,tensor(0.5946),2.4124412536621094,0.4351383
"['anorexia', 'disorder']",1,35387.9296875,tensor(0.6233),9.901466369628906,0.5916621
"['answer', 'statement']",1,18981.41796875,tensor(0.6724),9.616565704345703,0.58886063
"['ant', 'insect']",1,17861.009765625,tensor(0.7480),6.118507385253906,0.75597095
"['ant', 'invertebrate']",1,33538.2734375,tensor(0.5570),24.22345733642578,0.6064859
"['antibiotic', 'drug']",1,12653.4892578125,tensor(0.6738),22.07247543334961,0.6400577
"['antibody', 'molecule']",1,15252.2763671875,tensor(0.6874),1.1421012878417969,0.67402846
"['antiquity', 'era']",1,13868.41796875,tensor(0.6875),3.2378273010253906,0.47695407
"['apathy', 'feeling']",1,15359.5849609375,tensor(0.7646),39.647274017333984,0.54391795
"['ape', 'animal']",1,7726.5,tensor(0.7641),11.613937377929688,0.65316343
"['ape', 'mammal']",1,17629.13671875,tensor(0.7064),26.806312561035156,0.60178185
"['aphid', 'insect']",1,33537.72265625,tensor(0.6392),10.794692993164062,0.73145336
"['aphid', 'invertebrate']",1,37176.2578125,tensor(0.6431),2.3239517211914062,0.6686724
"['apostle', 'believer']",1,21120.505859375,tensor(0.7050),1.6787567138671875,0.547883
"['apple', 'solid']",1,23200.513671875,tensor(0.5248),4.506736755371094,0.18266223
"['apprehension', 'fear']",1,10676.5947265625,tensor(0.7944),1.8848037719726562,0.6919192
"['aquarium', 'container']",1,23382.630859375,tensor(0.6541),1.4585914611816406,0.46424523
"['aqueduct', 'conduit']",1,21500.630859375,tensor(0.6451),1.9278106689453125,0.37301978
"['archbishop', 'clergyman']",1,20392.669921875,tensor(0.7171),0.959564208984375,0.6746212
