Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,481.6044921875,tensor(0.7194),0.8600006103515625,0.46957868
"['accusation', 'statement']",1,505.8104248046875,tensor(0.7130),0.4912910461425781,0.6141321
"['ache', 'pain']",1,361.0762939453125,tensor(0.8394),2.6804428100585938,0.792009
"['acid', 'chemical']",1,570.4929809570312,tensor(0.7287),4.122611999511719,0.6688291
"['acoustics', 'discipline']",1,696.685791015625,tensor(0.5654),1.5450286865234375,0.2169103
"['adjective', 'word']",1,518.9141235351562,tensor(0.7477),2.3165016174316406,0.54793906
"['adrenaline', 'chemical']",1,708.2913818359375,tensor(0.6080),10.036539077758789,0.3185321
"['adrenaline', 'neurotransmitter']",1,3314.541259765625,tensor(0.5560),15.366447448730469,0.4601583
"['aesthetic', 'doctrine']",1,862.32373046875,tensor(0.6288),1.5561676025390625,0.25206384
"['affection', 'feeling']",1,428.38507080078125,tensor(0.7165),1.0888023376464844,0.42875603
"['affidavit', 'document']",1,697.818115234375,tensor(0.7055),0.9934349060058594,0.4909209
"['agony', 'feeling']",1,393.9974365234375,tensor(0.7080),10.13334846496582,0.5588775
"['aide', 'serviceman']",1,789.715576171875,tensor(0.6037),5.08404541015625,0.51717037
"['aircraft', 'vehicle']",1,680.5576171875,tensor(0.6660),0.88885498046875,0.69587916
"['aircrew', 'crew']",1,1060.478271484375,tensor(0.5810),3.177539825439453,0.6381318
"['airman', 'worker']",1,1388.095947265625,tensor(0.4722),2.5704994201660156,0.53281397
"['airplane', 'vehicle']",1,641.6119384765625,tensor(0.6667),9.403005599975586,0.66822845
"['alcohol', 'fluid']",1,889.3709716796875,tensor(0.6133),3.637348175048828,0.28727418
"['alderman', 'representative']",1,505.73419189453125,tensor(0.6504),1.5513839721679688,0.39338923
"['ale', 'alcohol']",1,576.9832153320312,tensor(0.7447),14.534919738769531,0.4799216
"['ale', 'fluid']",1,1032.185791015625,tensor(0.5514),8.358875274658203,0.196772
"['alga', 'microorganism']",1,2915.357177734375,tensor(0.5260),7.586757659912109,0.7121451
"['algebra', 'mathematics']",1,878.3519287109375,tensor(0.7105),0.8356857299804688,0.7933232
"['algebra', 'science']",1,920.8409423828125,tensor(0.5487),16.145187377929688,0.54851
"['alley', 'thoroughfare']",1,1302.5169677734375,tensor(0.6591),1.79302978515625,0.58826977
"['almond', 'tree']",1,705.9765625,tensor(0.6342),3.77716064453125,0.5245944
"['alpha', 'symbol']",1,1001.035888671875,tensor(0.5502),3.181365966796875,0.37569895
"['ambassador', 'diplomat']",1,456.26080322265625,tensor(0.8438),0.8581466674804688,0.7076417
