Wordpair,True label,bert KL score,bert COS score,empirical KL score,empirical COS score
"['abstraction', 'concept']",1,11516.904296875,tensor(0.7194),0.8699188232421875,0.46957868
"['accusation', 'statement']",1,9370.2998046875,tensor(0.7130),0.5415382385253906,0.6141321
"['ache', 'pain']",1,8697.1357421875,tensor(0.8394),3.022613525390625,0.792009
"['acid', 'chemical']",1,15122.708984375,tensor(0.7287),4.5819549560546875,0.6688291
"['acoustics', 'discipline']",1,29293.455078125,tensor(0.5654),1.6434707641601562,0.2169103
"['adjective', 'word']",1,8295.86328125,tensor(0.7477),1.7964553833007812,0.54793906
"['adrenaline', 'chemical']",1,14078.6865234375,tensor(0.6080),10.11795425415039,0.3185321
"['adrenaline', 'neurotransmitter']",1,33953.92578125,tensor(0.5560),15.630462646484375,0.4601583
"['aesthetic', 'doctrine']",1,31252.3203125,tensor(0.6288),1.5458755493164062,0.25206384
"['affection', 'feeling']",1,12917.23046875,tensor(0.7165),1.0910911560058594,0.42875603
"['affidavit', 'document']",1,18009.4609375,tensor(0.7055),1.1779251098632812,0.4909209
"['agony', 'feeling']",1,13875.083984375,tensor(0.7080),10.3875732421875,0.5588775
"['aide', 'serviceman']",1,23139.65234375,tensor(0.6037),5.528461456298828,0.51717037
"['aircraft', 'vehicle']",1,14810.0234375,tensor(0.6660),0.925384521484375,0.69587916
"['aircrew', 'crew']",1,19167.14453125,tensor(0.5810),2.622638702392578,0.6381318
"['airman', 'worker']",1,47833.25,tensor(0.4722),2.693267822265625,0.53281397
"['airplane', 'vehicle']",1,12368.2763671875,tensor(0.6667),9.610614776611328,0.66822845
"['alcohol', 'fluid']",1,22165.849609375,tensor(0.6133),3.1110153198242188,0.28727418
"['alderman', 'representative']",1,23450.34375,tensor(0.6504),1.8403663635253906,0.39338923
"['ale', 'alcohol']",1,12888.845703125,tensor(0.7447),16.11923599243164,0.4799216
"['ale', 'fluid']",1,24656.501953125,tensor(0.5514),8.876190185546875,0.196772
"['alga', 'microorganism']",1,45433.3125,tensor(0.5260),8.307472229003906,0.7121451
"['algebra', 'mathematics']",1,22169.69921875,tensor(0.7105),0.9284782409667969,0.7933232
"['algebra', 'science']",1,20595.6328125,tensor(0.5487),16.398277282714844,0.54851
"['alley', 'thoroughfare']",1,26552.705078125,tensor(0.6591),2.004405975341797,0.58826977
"['almond', 'tree']",1,10232.4189453125,tensor(0.6342),3.0667953491210938,0.5245944
"['alpha', 'symbol']",1,29467.94140625,tensor(0.5502),3.317455291748047,0.37569895
"['ambassador', 'diplomat']",1,11952.3115234375,tensor(0.8438),0.8594894409179688,0.7076417
"['ambassador', 'worker']",1,24971.53125,tensor(0.5602),0.9797019958496094,0.3793004
"['amphetamine', 'drug']",1,15589.2353515625,tensor(0.7399),2.330310821533203,0.69282365
"['amphibian', 'vehicle']",1,35263.11328125,tensor(0.5075),21.370933532714844,0.4021765
"['anaesthetic', 'drug']",1,17961.466796875,tensor(0.6422),11.176240921020508,0.46552542
"['anaesthetist', 'adult']",1,22898.923828125,tensor(0.5276),2.3162078857421875,0.2869893
"['anaesthetist', 'professional']",1,15958.65234375,tensor(0.4897),15.655349731445312,0.37288308
"['analogy', 'inference']",1,16538.78125,tensor(0.7107),0.9551124572753906,0.6322878
"['anatomy', 'discipline']",1,21537.244140625,tensor(0.6813),10.120492935180664,0.4001617
"['aneurysm', 'disorder']",1,33136.44140625,tensor(0.5765),1.2304801940917969,0.5999374
"['anger', 'emotion']",1,12580.984375,tensor(0.7947),1.7129173278808594,0.6962952
"['anger', 'feeling']",1,13945.6884765625,tensor(0.7530),4.215465545654297,0.5643999
"['animosity', 'emotion']",1,21846.515625,tensor(0.6499),9.909858703613281,0.5295637
"['animosity', 'feeling']",1,16053.109375,tensor(0.7450),9.765922546386719,0.411777
"['annals', 'periodical']",1,26922.521484375,tensor(0.5946),2.4123611450195312,0.4351383
"['anorexia', 'disorder']",1,35337.54296875,tensor(0.6233),9.902034759521484,0.5916621
"['answer', 'statement']",1,18983.634765625,tensor(0.6724),9.616554260253906,0.58886063
"['ant', 'insect']",1,17878.77734375,tensor(0.7480),6.118404388427734,0.75597095
"['ant', 'invertebrate']",1,33547.00390625,tensor(0.5570),24.22248077392578,0.6064859
"['antibiotic', 'drug']",1,12664.3037109375,tensor(0.6738),22.072751998901367,0.6400577
"['antibody', 'molecule']",1,15245.11328125,tensor(0.6874),1.1420936584472656,0.67402846
"['antiquity', 'era']",1,13874.1357421875,tensor(0.6875),3.237957000732422,0.47695407
"['apathy', 'feeling']",1,15357.4111328125,tensor(0.7646),39.64727020263672,0.54391795
